"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"189","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateHealthController.cls","102","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"190","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateHealthController.cls","105","64","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"191","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateHealthController.cls","170","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"192","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateHealthController.cls","204","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"193","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateHealthController.cls","207","47","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"194","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","5","21","CyclomaticComplexity","The class 'DuplicateJobService' has a total cyclomatic complexity of 42 (highest 6).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"195","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","19","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"196","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","19","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"197","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","44","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"198","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","48","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"199","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","48","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"200","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","52","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"201","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","52","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"202","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","62","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"203","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","76","12","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"204","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","76","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"205","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","85","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"206","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","85","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"207","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","116","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"208","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","116","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"209","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","126","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"210","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","127","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"211","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","142","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"212","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","155","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"213","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","177","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"214","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","186","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"215","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","186","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"216","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","186","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"217","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","197","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"218","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","197","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"219","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","197","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"220","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","228","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"221","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","228","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"222","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","228","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"223","5","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","232","21","UnusedLocalVariable","Variable 'offset' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"224","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","236","31","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"225","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","242","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"226","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","242","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"227","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","242","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"228","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","274","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"229","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","274","21","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"230","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","287","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"231","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","287","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"232","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","287","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"233","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","300","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"234","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","300","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"235","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","300","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"236","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","333","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"237","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","333","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"238","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateJobService.cls","333","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"239","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","7","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"240","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","7","8","CognitiveComplexity","The class 'DuplicateMatcherUtility' has a total cognitive complexity of 86 (highest 17), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"241","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","7","8","CyclomaticComplexity","The class 'DuplicateMatcherUtility' has a total cyclomatic complexity of 71 (highest 10).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"242","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","18","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"243","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","51","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"244","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","75","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"245","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","114","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"246","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","114","20","CognitiveComplexity","The method 'performFuzzyMatching(List<SObject>, List<String>)' has a cognitive complexity of 17, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"247","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","177","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"248","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","237","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"249","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","237","20","CyclomaticComplexity","The method 'calculateFieldMatchScore(String, String, String)' has a cyclomatic complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"250","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","281","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"251","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","282","23","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"252","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","282","23","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"253","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","314","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"254","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","315","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"255","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","315","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"256","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","343","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"257","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","344","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"258","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","344","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"259","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","364","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"260","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","365","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"261","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","365","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"262","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","374","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"263","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","375","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"264","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","375","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"265","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","385","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"266","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtility.cls","419","20","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"267","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","8","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"268","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","13","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"269","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","73","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"270","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","139","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"271","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","183","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"272","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMatcherUtilityTest.cls","227","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"273","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","15","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"274","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","35","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"275","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","35","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"276","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","44","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"277","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","44","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"278","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","61","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"279","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","61","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"280","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","61","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"281","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","70","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"282","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","70","21","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"283","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","85","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"284","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","85","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"285","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","85","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"286","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","100","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"287","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","100","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"288","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateMergeService.cls","100","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
